gen,val,
1,4.60654,
2,1.09112,
3,1.07773,
4,0.71786,
5,0.52115,
6,0.45250,
7,0.30734,
8,0.23971,
9,0.12912,
10,0.07198,
11,0.05549,
12,0.01855,
13,0.01754,
14,0.01724,
15,0.01239,
16,0.00894,
17,0.00593,
18,0.00402,
19,0.00192,
20,0.00140,
21,0.00114,
22,0.00092,
23,0.00079,
24,0.00040,
25,0.00033,
26,0.00020,
27,0.00014,
28,0.00007,
29,0.00005,
30,0.00004,
31,0.00005,
32,0.00002,
33,0.00002,
34,0.00002,
35,0.00001,
36,0.00001,
37,0.00001,
38,0.00001,
39,0.00001,
40,0.00001,
41,0.00001,
42,0.00001,
43,0.00001,
44,0.00002,
45,0.00002,
46,0.00002,
47,0.00002,
48,0.00002,
49,0.00002,
50,0.00002,
51,0.00002,
52,0.00002,
53,0.00002,
54,0.00002,
55,0.00002,
56,0.00002,
57,0.00002,
58,0.00002,
59,0.00001,
60,0.00002,
61,0.00002,
62,0.00002,
63,0.00002,
64,0.00002,
65,0.00002,
66,0.00003,
67,0.00002,
68,0.00003,
69,0.00003,
70,0.00002,
71,0.00002,
72,0.00003,
73,0.00002,
74,0.00001,
75,0.00001,
76,0.00003,
77,0.00003,
78,0.00003,
79,0.00003,
80,0.00003,
81,0.00003,
82,0.00002,
83,0.00003,
84,0.00003,
85,0.00003,
86,0.00003,
87,0.00003,
88,0.00003,
89,0.00003,
90,0.00003,
91,0.00003,
92,0.00003,
93,0.00003,
94,0.00003,
95,0.00003,
96,0.00003,
97,0.00003,
98,0.00003,
99,0.00003,
100,0.00003,
101,0.00003,
102,0.00003,
103,0.00003,
104,0.00003,
105,0.00004,
106,0.00003,
107,0.00004,
108,0.00003,
109,0.00003,
110,0.00004,
111,0.00004,
112,0.00004,
113,0.00004,
114,0.00004,
115,0.00003,
116,0.00003,
117,0.00003,
118,0.00003,
119,0.00003,
120,0.00003,
121,0.00003,
122,0.00003,
123,0.00003,
124,0.00003,
125,0.00003,
126,0.00003,
127,0.00003,
128,0.00003,
129,0.00003,
130,0.00003,
131,0.00003,
132,0.00003,
133,0.00003,
134,0.00003,
135,0.00003,
136,0.00003,
137,0.00003,
138,0.00003,
139,0.00004,
140,0.00004,
141,0.00003,
142,0.00003,
143,0.00003,
144,0.00003,
145,0.00003,
146,0.00003,
147,0.00003,
148,0.00003,
149,0.00003,
150,0.00003,
151,0.00003,
152,0.00003,
153,0.00003,
154,0.00003,
155,0.00003,
156,0.00003,
157,0.00003,
158,0.00003,
159,0.00003,
160,0.00003,
161,0.00003,
162,0.00003,
163,0.00003,
164,0.00003,
165,0.00003,
166,0.00003,
167,0.00003,
168,0.00003,
169,0.00003,
170,0.00003,
171,0.00003,
172,0.00003,
173,0.00003,
174,0.00003,
175,0.00003,
176,0.00003,
177,0.00003,
178,0.00003,
179,0.00003,
180,0.00003,
181,0.00003,
182,0.00003,
183,0.00003,
184,0.00003,
185,0.00003,
186,0.00003,
187,0.00003,
188,0.00003,
189,0.00003,
190,0.00003,
191,0.00003,
192,0.00003,
193,0.00003,
194,0.00003,
195,0.00003,
196,0.00003,
197,0.00003,
198,0.00003,
199,0.00003,
200,0.00003,
201,0.00003,
202,0.00003,
203,0.00003,
204,0.00003,
205,0.00003,
206,0.00003,
207,0.00003,
208,0.00003,
209,0.00003,
210,0.00003,
211,0.00003,
