gen,val,
1,-7.15537,
2,-8.23345,
3,-9.79373,
4,-10.25839,
5,-11.46714,
6,-12.48926,
7,-13.10108,
8,-13.94875,
9,-14.48099,
10,-15.61011,
11,-15.96811,
12,-16.19795,
13,-16.59709,
14,-16.96967,
15,-17.86470,
16,-18.25972,
17,-18.89368,
18,-19.25476,
19,-19.34282,
20,-20.14787,
21,-20.31961,
22,-20.43050,
23,-20.48321,
24,-20.58985,
25,-20.84128,
26,-20.86698,
27,-21.23232,
28,-21.58190,
29,-21.96348,
30,-22.05518,
31,-22.12392,
32,-22.30351,
33,-22.58793,
34,-22.80756,
35,-22.88847,
36,-22.89832,
37,-22.96922,
38,-23.06097,
39,-23.12795,
40,-23.18967,
41,-23.21033,
42,-23.31586,
43,-23.38541,
44,-23.46698,
45,-23.50112,
46,-23.54958,
47,-23.60288,
48,-23.63285,
49,-23.63792,
50,-23.67421,
51,-23.72040,
52,-23.75861,
53,-23.81607,
54,-23.81603,
55,-23.82672,
56,-23.84043,
57,-23.86008,
58,-23.86766,
59,-23.91970,
60,-23.94450,
61,-23.95733,
62,-23.96051,
63,-23.99055,
64,-24.00158,
65,-24.03831,
66,-24.04764,
67,-24.04776,
68,-24.10398,
69,-24.12093,
70,-24.12597,
71,-24.13225,
72,-24.13402,
73,-24.14609,
74,-24.14611,
75,-24.15070,
76,-24.15114,
77,-24.18865,
78,-24.20269,
79,-24.20278,
80,-24.22138,
81,-24.23143,
82,-24.26343,
83,-24.26555,
84,-24.27338,
85,-24.27350,
86,-24.29577,
87,-24.30521,
88,-24.30990,
89,-24.31182,
90,-24.31232,
91,-24.34232,
92,-24.34462,
93,-24.34641,
94,-24.35431,
95,-24.36590,
96,-24.36789,
97,-24.37388,
98,-24.37428,
99,-24.37485,
100,-24.37594,
101,-24.37613,
102,-24.38794,
103,-24.39133,
104,-24.39273,
105,-24.39308,
106,-24.39381,
107,-24.39404,
108,-24.39554,
109,-24.40101,
110,-24.40258,
111,-24.40141,
112,-24.40092,
113,-24.40268,
114,-24.40436,
115,-24.40490,
116,-24.40568,
117,-24.40588,
118,-24.40589,
119,-24.40804,
120,-24.40804,
121,-24.40806,
122,-24.40813,
123,-24.40839,
124,-24.40941,
125,-24.40940,
126,-24.39876,
127,-24.39973,
128,-24.40041,
129,-24.40161,
130,-24.40199,
131,-24.40202,
132,-24.40214,
133,-24.40214,
134,-24.40349,
135,-24.40428,
136,-24.41485,
137,-24.41541,
138,-24.41543,
139,-24.41543,
140,-24.41543,
141,-24.41327,
142,-24.41352,
143,-24.41354,
144,-24.41353,
145,-24.41469,
146,-24.41493,
147,-24.41513,
148,-24.41491,
149,-24.42423,
150,-24.42423,
151,-24.42422,
152,-24.42454,
153,-24.42483,
154,-24.42484,
155,-24.42452,
156,-24.42474,
157,-24.42481,
158,-24.42482,
159,-24.42435,
160,-24.42434,
161,-24.42442,
162,-24.42488,
163,-24.42502,
164,-24.42556,
165,-24.42588,
166,-24.42655,
167,-24.42656,
168,-24.42641,
169,-24.42894,
170,-24.42938,
171,-24.42919,
172,-24.43253,
173,-24.43297,
174,-24.43391,
175,-24.43427,
176,-24.42332,
177,-24.42452,
178,-24.42582,
179,-24.42950,
180,-24.42854,
181,-24.42885,
182,-24.42885,
183,-24.42887,
184,-24.42887,
185,-24.43648,
186,-24.43713,
187,-24.44125,
188,-24.53346,
189,-24.53357,
190,-24.69292,
191,-24.69939,
192,-24.69822,
193,-24.69921,
194,-24.79386,
195,-24.80793,
196,-24.84277,
197,-24.87730,
198,-24.87834,
199,-24.87833,
200,-24.87825,
201,-24.88072,
202,-24.88082,
203,-24.88006,
204,-24.88123,
205,-24.88200,
206,-24.88207,
207,-24.88903,
208,-24.89188,
209,-24.89190,
210,-24.89234,
211,-24.90540,
212,-24.90642,
213,-24.90643,
214,-24.90650,
215,-24.90653,
216,-24.91490,
217,-24.91511,
218,-24.91633,
219,-24.91632,
220,-24.91629,
221,-24.91641,
222,-24.92215,
223,-24.92215,
224,-24.92189,
225,-24.92201,
226,-24.92201,
227,-24.92202,
228,-24.92203,
229,-24.93078,
230,-24.93146,
231,-24.93145,
232,-24.93146,
233,-24.93203,
234,-24.93273,
235,-24.93294,
236,-24.93315,
237,-24.93323,
238,-24.93339,
239,-24.93339,
240,-24.93343,
241,-24.93343,
242,-24.93341,
243,-24.93388,
244,-24.93406,
245,-24.93403,
246,-24.93346,
247,-24.93529,
248,-24.93460,
249,-24.93502,
250,-24.93511,
251,-24.93512,
252,-24.93487,
253,-24.93502,
254,-24.93500,
255,-24.93501,
256,-24.93517,
257,-24.94550,
258,-24.94608,
259,-24.94614,
260,-24.94810,
261,-24.94812,
262,-24.94813,
263,-24.94813,
264,-24.94808,
265,-24.94801,
266,-24.94823,
267,-24.94829,
268,-24.94832,
269,-24.94851,
270,-24.94876,
271,-24.94877,
272,-24.94876,
273,-24.94413,
274,-24.93741,
275,-24.93741,
276,-24.93741,
277,-24.93593,
278,-24.93606,
279,-24.93618,
280,-24.93706,
281,-24.93677,
282,-24.93677,
283,-24.93513,
284,-24.93553,
285,-24.93569,
286,-24.93572,
287,-24.93580,
288,-24.93582,
289,-24.93581,
290,-24.93938,
291,-24.94017,
292,-24.93991,
293,-24.93993,
294,-24.93997,
295,-24.93996,
296,-24.93996,
297,-24.93996,
298,-24.94085,
299,-24.94085,
300,-24.94102,
301,-24.94101,
302,-24.93891,
303,-24.93879,
304,-24.94074,
305,-24.94068,
306,-24.94073,
307,-24.94056,
308,-24.94054,
309,-24.94170,
310,-24.94465,
311,-24.94462,
312,-24.94429,
313,-24.94461,
314,-24.94376,
315,-24.94376,
316,-24.94391,
317,-24.94396,
318,-24.94408,
319,-24.94463,
320,-24.94469,
321,-24.93671,
322,-24.93743,
323,-24.93743,
324,-24.93762,
325,-24.93411,
326,-24.93411,
327,-24.94184,
328,-24.94241,
329,-24.94241,
330,-24.94239,
331,-24.94191,
332,-24.94240,
333,-24.94279,
334,-24.94317,
335,-24.94315,
336,-24.94317,
