gen,val,
1,409.62013,
2,367.50043,
3,329.66781,
4,288.18163,
5,265.04606,
6,229.19499,
7,215.97304,
8,202.76698,
9,192.98868,
10,179.23959,
11,172.52951,
12,157.76300,
13,144.21568,
14,138.48997,
15,135.37417,
16,131.17035,
17,124.02942,
18,119.92907,
19,118.50078,
20,113.72173,
21,108.69106,
22,107.34017,
23,104.78107,
24,99.92267,
25,96.06363,
26,92.48584,
27,91.13108,
28,89.48650,
29,87.51167,
30,86.03576,
31,85.74240,
32,84.60134,
33,82.90066,
34,80.57892,
35,79.33508,
36,79.03351,
37,77.60544,
38,76.94255,
39,76.23588,
40,75.77540,
41,74.97042,
42,74.91033,
43,73.73478,
44,73.57589,
45,73.10235,
46,72.88560,
47,72.68667,
48,72.44082,
49,72.19215,
50,72.10908,
51,72.01212,
52,71.99364,
53,71.82447,
54,71.62606,
55,71.62598,
56,71.52058,
57,71.48633,
58,71.34485,
59,71.30126,
60,71.29095,
61,71.24739,
62,71.17108,
63,71.14879,
64,71.11149,
65,70.94916,
66,70.94916,
67,70.87406,
68,70.72260,
69,70.63077,
70,70.62336,
71,70.52160,
72,70.51915,
73,70.45783,
74,70.41821,
75,70.35873,
76,70.32483,
77,70.32423,
78,70.31608,
79,69.66982,
80,69.65991,
81,69.36968,
82,69.08556,
83,69.07827,
84,69.07742,
85,69.07799,
86,69.00243,
87,69.00048,
88,68.96453,
89,68.89343,
90,68.89345,
91,68.88884,
92,68.86962,
93,68.83377,
94,68.81939,
95,68.78798,
96,68.78576,
97,68.76913,
98,68.76553,
99,68.76166,
100,68.75948,
101,68.75950,
102,68.75223,
103,68.75225,
104,68.74351,
105,68.72971,
106,68.72060,
107,68.71776,
108,68.71744,
109,67.95232,
110,67.94225,
111,67.76852,
112,67.76827,
113,67.76735,
114,67.75344,
115,67.74429,
116,67.70820,
117,67.67824,
118,67.67418,
119,67.67453,
120,67.66563,
121,67.66569,
122,67.66160,
123,67.64510,
124,67.64432,
125,67.64069,
126,67.63795,
127,67.63795,
128,67.63320,
129,67.57302,
130,67.56839,
131,67.54822,
132,67.51375,
133,67.50302,
134,67.42237,
135,67.14921,
136,67.07891,
137,67.05959,
138,67.05112,
139,64.53640,
140,64.42637,
141,64.37341,
142,64.35767,
143,63.14304,
144,63.14133,
145,63.01717,
146,60.42764,
147,60.42070,
148,60.42069,
149,60.25304,
150,60.11188,
151,58.91468,
152,58.72368,
153,58.71018,
154,55.06289,
155,55.02913,
156,53.96800,
157,53.79947,
158,53.67054,
159,53.62780,
160,53.48314,
161,53.48151,
162,53.44899,
163,53.30926,
164,53.30824,
165,53.28953,
166,53.26580,
167,53.21457,
168,53.12973,
169,53.11995,
170,53.09133,
171,53.09094,
172,53.04571,
173,53.03705,
174,53.03467,
175,53.03229,
176,51.02780,
177,51.01457,
178,50.96431,
179,50.96019,
180,50.28717,
181,50.28707,
182,50.27019,
183,50.09917,
184,49.95082,
185,49.95082,
186,49.11783,
187,49.01719,
188,49.01953,
189,49.01718,
190,49.00086,
191,49.00004,
192,49.00030,
193,48.99610,
194,48.98071,
195,48.98074,
196,48.97806,
197,48.94996,
198,48.95443,
199,46.69998,
200,46.41339,
201,46.39001,
202,46.38822,
203,46.38758,
204,46.37175,
205,46.37134,
206,46.36550,
207,46.35606,
208,46.07574,
209,46.04290,
210,46.04252,
211,46.04222,
212,46.01854,
213,46.01773,
214,45.24779,
215,45.23019,
216,45.22398,
217,45.23252,
218,45.23126,
219,45.23123,
220,45.22958,
221,45.22860,
222,45.08098,
223,45.08037,
224,45.06212,
225,45.06137,
226,45.06303,
227,45.05912,
228,45.05782,
229,45.04981,
230,45.04968,
231,45.04451,
232,44.93742,
233,44.83949,
234,44.84623,
235,44.84496,
236,44.83541,
237,44.83337,
238,44.83255,
239,44.82967,
240,44.82925,
241,44.82710,
242,44.82261,
243,44.81519,
244,44.81331,
245,44.81117,
246,44.81129,
247,44.81016,
248,44.81007,
249,44.81062,
250,44.80630,
251,44.80250,
252,44.80250,
253,44.80251,
254,44.80247,
255,41.74657,
256,41.73868,
257,41.28412,
258,40.85072,
259,40.85238,
260,40.85238,
261,40.85228,
262,40.85225,
263,40.84100,
264,40.84226,
265,40.82851,
266,40.82852,
267,40.82169,
268,40.82147,
269,40.82092,
270,40.82045,
271,40.81893,
272,40.81701,
273,40.81577,
274,40.81589,
275,40.81359,
276,40.81203,
277,40.81203,
278,40.81337,
279,40.81349,
280,40.80942,
281,40.81946,
282,40.82011,
283,40.82007,
284,40.82028,
285,40.82030,
286,40.82010,
287,40.82007,
288,40.82002,
289,40.82035,
290,40.82035,
291,40.82041,
292,40.82003,
293,40.82005,
294,40.82004,
295,40.81026,
296,40.81041,
297,40.81038,
298,40.80791,
299,40.80791,
300,40.80758,
301,40.80725,
302,40.80761,
303,40.80802,
304,40.80709,
305,40.80695,
306,40.80671,
307,40.80645,
308,40.80535,
309,40.80543,
310,40.80540,
311,40.80493,
312,40.80418,
313,40.80444,
314,40.80466,
315,40.80226,
